call_id,utterance_id,speaker,role,text,issue
966d60ed-9111-4e44-876d-6fcc3d78773e,8,Agent,agent,Calmly? You think I'm in the mood for that shit? You owe money! Just pay up!,profanity
966d60ed-9111-4e44-876d-6fcc3d78773e,2,Agent,agent,"I'm calling about your outstanding debt with First National Bank. Before we proceed, can you verify your date of birth?",privacy
972a9eec-e801-459f-9cfa-997f7c42ebad,9,Customer,borrower,You really think I'm gonna play your stupid games? Forget it!,profanity
972a9eec-e801-459f-9cfa-997f7c42ebad,2,Agent,agent,I understand this can be frustrating. I’m calling about your outstanding balance with ABC Credit Services. Can you please verify your date of birth for security?,privacy
9865a47f-a7bd-4915-b7df-e7e40fe87d3c,2,Agent,agent,"Thank you, Jordan. I’m calling regarding your outstanding balance with ABC Credit Union. Before we discuss the account details, could you please verify your date of birth?",privacy
992c9928-1c11-4528-97f9-10a960dd0a58,1,Agent,agent,"Hello Alex, this is Sarah from Debt Solutions. I'm calling about your overdue balance.",privacy
99da74ae-edbe-4f56-92dd-a53fe062a480,4,Agent,agent,"I understand, and I appreciate your time. I'm calling regarding your outstanding account balance.",privacy
9a6cb7d2-c697-43a0-8cad-4194dfb44c92,10,Agent,agent,"Well, you better get your shit together and stop dodging this. It's pathetic!",profanity
9d45b90c-1bd1-48e7-b8db-6051b95e51f9,2,Agent,agent,"I'm calling regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",privacy
9e936113-46a1-4d70-9cc5-876b1c801602,2,Agent,agent,I’m calling regarding your outstanding balance with ABC Credit Card. Can you please confirm your name?,privacy
9fd0d7f9-16b0-4fe3-a090-88c64816c7da,2,Agent,agent,"Thank you, Jessica. I'm calling regarding a past due balance with your account. Before we proceed, could you please verify your date of birth?",privacy
a033d0d6-eb56-4cc8-8e31-0a00c7c94607,2,Agent,agent,I apologize for the mix-up. I'm calling about an outstanding balance on an account.,privacy
a5c3b078-bcb3-4258-9a5a-6a0c5fc082a3,4,Agent,agent,I'm reaching out regarding an outstanding balance on your account. Can you please verify your date of birth?,privacy
a70624b3-d7ff-4afe-b4b6-a1a5cceccf13,2,Agent,agent,"I’m calling regarding an outstanding balance on your account. Before we proceed, could you please verify your address for me?",privacy
a73d777f-368a-46b5-9d59-0aa5829b4427,2,Agent,agent,I'm calling from XYZ Collections regarding some outstanding debt connected to your account.,privacy
a8de9746-ee32-4126-8faa-726f3b3c7da2,2,Agent,agent,I'm calling about your overdue balance with XYZ Credit. We need to discuss your payment options.,privacy
a91cf5c5-a334-451e-b124-6082ee502f88,1,Agent,agent,"Hi John, this is Linda from Apex Collections. I'm calling about your outstanding balance of seven hundred dollars.",privacy
a9eab46a-0595-4f5a-9888-b3ae63b06f74,2,Agent,agent,I’m calling about your overdue balance. Please contact us as soon as possible at one eight hundred two four one five six seven eight.,privacy
ab0a99e3-48f9-430b-9d6c-c5cadd5618de,2,Agent,agent,"I’m calling regarding an outstanding balance on your account. To proceed, could you please verify your date of birth?",privacy
ab6ec93c-09e1-4b88-8777-574ceb28cd05,11,Customer,borrower,I don’t want any of your stupid options! Just leave me alone!,profanity
ab6ec93c-09e1-4b88-8777-574ceb28cd05,2,Agent,agent,"I understand you're busy. I’m calling about your outstanding balance with ABC Lending. First, can you please verify your date of birth?",privacy
ac0276ef-30d9-4421-8b3e-6886e1b9e508,2,Agent,agent,I'm calling regarding your outstanding balance with City Bank. Can you confirm your address for me?,privacy
acec9db1-1209-4f98-881e-6d413e1aba2d,2,Agent,agent,I’m contacting you regarding an overdue balance on your account with Global Finance. Can I have your full name to proceed?,privacy
acec9db1-1209-4f98-881e-6d413e1aba2d,4,Agent,agent,"Thank you, Sarah. You have a balance of two hundred fifty dollars. When can we expect payment?",privacy
af38fcd1-31d5-4128-9dc3-d2b72ecb20c5,2,Agent,agent,"I'm reaching out regarding your outstanding balance with Green Finance. Before we proceed, can you please verify your address?",privacy
b155951b-086d-4f20-8fb5-de3e42253ce6,4,Agent,agent,I can provide you with information regarding your balance if you’d like.,privacy
b155951b-086d-4f20-8fb5-de3e42253ce6,6,Agent,agent,I can assure you that we want to resolve this matter. Your current balance is $500.,privacy
b1cc178e-4afc-4da6-8a41-d2fc61db8fef,2,Agent,agent,I’m calling regarding an outstanding balance on your account with Universal Funding. Can I first verify your identity? Please confirm your date of birth.,privacy
b3cc69d6-7e4d-46bc-908f-29f15cebac61,2,Agent,agent,"I’m calling regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",privacy
b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2,2,Agent,agent,I appreciate you asking. I'm reaching out to discuss an outstanding balance on your account. Can you please verify your date of birth for security purposes?,privacy
b6eb2096-6102-431d-b0df-4a87310d46c4,2,Agent,agent,I'm glad to hear that! I'm reaching out regarding your outstanding balance with City Credit. Can you confirm your last payment date?,privacy
b70866a2-2f46-4784-992b-74d6dc60806e,11,Customer,borrower,"You’re really pissing me off with this shit! Fine, it’s 12345!",profanity
b70866a2-2f46-4784-992b-74d6dc60806e,2,Agent,agent,"I’m calling regarding your outstanding balance with ABC Credit. Before we proceed, can you please confirm your date of birth?",privacy
b8553ad6-58ac-4104-b081-b73ca0749d2b,2,Agent,agent,"I’m reaching out regarding an outstanding balance on your account. To protect your privacy, may I have your date of birth for verification?",privacy
b8628a31-ef89-4218-b2a2-3058dbc4b106,2,Agent,agent,I understand this may not be a good time. I'm calling regarding your outstanding balance. Can you please confirm your date of birth for identity verification?,privacy
b9cfbd3f-48f9-4e48-a4c7-8d8ad876edd2,2,Agent,agent,"I appreciate your time. I'm calling regarding an outstanding balance. To proceed, could you please verify your date of birth?",privacy
bb5f1472-36df-4758-9824-4699a60e80f5,2,Agent,agent,I'm calling regarding your outstanding balance with Premier Loan Services. Can you confirm your address for me?,privacy
bc3cb988-a172-45f0-89a4-c59d4c9cc7a1,2,Agent,agent,"I'm reaching out regarding an outstanding balance on your account. Before we proceed, can you please verify your date of birth?",privacy
bd8b74d4-c630-4bb0-ac61-f3c8042f583c,4,Agent,agent,I'm calling regarding your outstanding balance with ABC Credit Union. Can I get your address to locate your account?,privacy
bf973b43-76ec-41a6-af68-a3b4bc4b69b3,8,Agent,agent,"I’ll talk however I want! This is a serious matter, you need to get your shit together.",profanity
bf973b43-76ec-41a6-af68-a3b4bc4b69b3,2,Agent,agent,"I’m calling about the overdue balance on your account. You owe quite a bit of money, and I need to sort this out.",privacy
c014e1cd-9cb4-4d8b-98e7-365361a7163b,2,Agent,agent,"I’m calling regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",privacy
c0c24a7d-88c3-4ac3-af0d-ad36b9891fb2,2,Agent,agent,I'm reaching out regarding your outstanding balance with ABC Credit. It's important we discuss this.,privacy
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,2,Agent,agent,"I'm contacting you regarding your outstanding balance with First National Bank. Before we proceed, can you please verify your date of birth?",privacy
c46407f6-d657-47ab-9ed7-1c31d5cc8a4e,2,Agent,agent,I'm calling about your outstanding balance with ABC Credit Card. Can you confirm your last name for me?,privacy
c57d3c77-c912-4da9-86ab-25996b9ea07a,2,Agent,agent,"I'm glad to hear that. I'm reaching out regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",privacy
c5b61bdc-b7f8-4dac-bd32-dc3b520cf301,2,Agent,agent,I'm contacting you regarding an outstanding account with Quick Loan Services. Can I please verify your date of birth before we proceed?,privacy
c67274cc-d920-467a-80cc-476c9dd280d4,4,Agent,agent,Great! You've got an outstanding balance of $500. When are you gonna pay this shit off?,profanity
c67274cc-d920-467a-80cc-476c9dd280d4,2,Agent,agent,I’m calling about your past due balance. Can you just confirm your name?,privacy
c9208cf9-bf7a-484e-b1b2-c346144af197,2,Agent,agent,This is Jake from XYZ Debt Collection. I'm calling about an outstanding balance.,privacy
ca0741a7-0d6e-4450-b9e9-16da9796c5ee,4,Agent,agent,I’m calling to discuss your outstanding balance with Acme Corp. Can you confirm your address for me?,privacy
d071bb49-40f8-4bae-8c6d-cfc0d4a011d5,5,Customer,borrower,I don't give a crap about your stupid questions!,profanity
d1472118-ae60-47a2-a447-ee9b9bfdd0c1,2,Agent,agent,"I’m calling regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",privacy
d1547036-4c85-47d8-87fb-887083aae978,2,Agent,agent,"I’m contacting you regarding your outstanding balance. To ensure I’m speaking with the right person, can you verify your date of birth?",privacy
d300835a-37e7-4da5-a998-c2203a674349,2,Agent,agent,"I'm calling about your outstanding account with ABC Credit. To ensure I’m speaking to the right person, could you please verify your date of birth?",privacy
d3ee9bf9-cf64-468a-83da-fac5c6fb7a41,11,Customer,borrower,Issues? I've got bigger problems than your stupid debt! Just leave me alone!,profanity
d3ee9bf9-cf64-468a-83da-fac5c6fb7a41,2,Agent,agent,I'm calling regarding your outstanding balance with MegaLoans. Can you please confirm your address?,privacy
d6a3e0da-171f-4744-ba2b-7298f2604e7f,2,Agent,agent,"I understand you're busy. I'm calling about your outstanding balance. To proceed, could you please verify your date of birth?",privacy
d78c5a90-2f3c-4657-a121-9d5778b051bf,2,Agent,agent,I apologize. I'm calling about an outstanding balance on an account with ABC Credit.,privacy
d7bbea61-d739-43fb-a198-ced1b59f9491,3,Customer,borrower,Why the fuck would I give you anything? You're just some low-life calling me!,profanity
d7bbea61-d739-43fb-a198-ced1b59f9491,5,Customer,borrower,Settle this? You guys are a bunch of crooks! I don't owe you shit!,profanity
d7bbea61-d739-43fb-a198-ced1b59f9491,7,Customer,borrower,Fuck you! You think I'm gonna pay you just because you say so?,profanity
d7bbea61-d739-43fb-a198-ced1b59f9491,2,Agent,agent,I understand that you may be upset. I'm calling about your account with ABC Bank. Can I have your account number to assist you?,privacy
