call_id,utterance_id,speaker,text,stime,etime,duration
05731aab-0e72-46c1-8fd3-dc50fb20c758,11,Customer,"No, that’s all for now. Thank you!",65.0,70.0,5.0
05731aab-0e72-46c1-8fd3-dc50fb20c758,12,Agent,You're welcome! Have a great day.,69.0,74.0,5.0
05731aab-0e72-46c1-8fd3-dc50fb20c758,13,Customer,You too! Bye.,73.0,76.0,3.0
084fc190-bccc-472f-a6f8-de13e814c67d,0,Agent,"Hello, this is Mark from XYZ Collections. Am I speaking with Jordan Smith?",0.0,8.0,8.0
084fc190-bccc-472f-a6f8-de13e814c67d,1,Customer,"Yes, this is Jordan. What's this about?",8.5,12.0,3.5
084fc190-bccc-472f-a6f8-de13e814c67d,2,Agent,"Thank you for confirming, Jordan. I'm calling regarding an outstanding balance on your account. Can you please verify your date of birth?",11.0,22.0,11.0
084fc190-bccc-472f-a6f8-de13e814c67d,3,Customer,"Sure, it's June 15, 1990.",23.0,26.0,3.0
084fc190-bccc-472f-a6f8-de13e814c67d,4,Agent,"Thank you for that. Also, could you confirm your address for security purposes?",25.0,34.0,9.0
084fc190-bccc-472f-a6f8-de13e814c67d,5,Customer,"It's 123 Maple Street, Springfield.",34.5,38.0,3.5
084fc190-bccc-472f-a6f8-de13e814c67d,6,Agent,"Great, thank you for verifying that information. You currently have a balance of $500. How would you like to proceed with the payment?",37.0,48.0,11.0
084fc190-bccc-472f-a6f8-de13e814c67d,7,Customer,I can pay half right now and the rest by the end of the month.,48.5,55.0,6.5
084fc190-bccc-472f-a6f8-de13e814c67d,8,Agent,"That sounds reasonable. So, you'll pay $250 today and the remaining $250 by the end of the month?",54.0,62.0,8.0
084fc190-bccc-472f-a6f8-de13e814c67d,9,Customer,"Yes, that's correct.",62.5,64.0,1.5
084fc190-bccc-472f-a6f8-de13e814c67d,10,Agent,Perfect. How would you like to make the payment today?,65.0,70.0,5.0
084fc190-bccc-472f-a6f8-de13e814c67d,11,Customer,I can do it via credit card.,70.5,73.0,2.5
084fc190-bccc-472f-a6f8-de13e814c67d,12,Agent,"Alright, I will gather your card details. Thank you for your cooperation, Jordan.",72.0,80.0,8.0
084fc190-bccc-472f-a6f8-de13e814c67d,13,Customer,Thank you for your help.,80.5,82.0,1.5
0b6979e4-8c05-49e1-b7a7-94d85a627df5,0,Agent,"Hello, this is Mark from XYZ Collections. Am I speaking with Jessica?",0.0,7.0,7.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,1,Customer,"Yes, this is Jessica. What is this about?",8.0,13.0,5.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,3,Customer,"Sure, it's 123 Elm Street, Springfield.",21.0,25.0,4.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,4,Agent,Thank you. I see here that you have a balance of $450 due. When do you plan to make a payment?,24.0,33.0,9.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,2,Agent,This is crap and bloody annoying!,30.0,40.0,10.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,5,Customer,I didn't know I had a balance. Can you provide more details?,32.0,36.0,4.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,6,Agent,Sure! This balance is from services rendered last month. Can I assist you with the payment plan?,35.0,44.0,9.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,7,Customer,I need to check my finances first before committing.,43.0,49.0,6.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,8,Agent,"Of course, take your time. Just to confirm, do you want to set a follow-up call next week?",48.0,57.0,9.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,9,Customer,"Yes, that sounds good.",56.0,59.0,3.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,10,Agent,"Alright, I will call you next Wednesday. Thank you for your time, Jessica.",58.0,66.0,8.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,11,Customer,"Thank you, Mark.",65.0,68.0,3.0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,12,Agent,Goodbye!,70.0,72.0,2.0
0b764207-9bf4-4201-b69a-b0e6077a5689,0,Customer,You have reached the voicemail of Jamie Parker. Please leave a message after the beep.,0.0,7.0,7.0
0b764207-9bf4-4201-b69a-b0e6077a5689,1,Agent,"Hello Jamie, this is Sarah calling from Clear Collections. I'm reaching out about your outstanding balance on your account. Please call us back at one eight hundred two three four five six seven.",8.0,22.0,14.0
0b764207-9bf4-4201-b69a-b0e6077a5689,2,Customer,"If this is an urgent matter, you may also reach me via email.",23.0,30.0,7.0
0b764207-9bf4-4201-b69a-b0e6077a5689,3,Agent,You can reach us at support@clearcollections.com. We're here to assist you in resolving this issue as soon as possible.,31.0,42.0,11.0
0b764207-9bf4-4201-b69a-b0e6077a5689,4,Customer,Thank you for the information. I will get back to you shortly.,43.0,50.0,7.0
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,0,Agent,"Hello, is this Maria?",0.0,4.0,4.0
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,1,Customer,"Yes, this is Maria.",4.5,6.0,1.5
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,2,Agent,"Hi Maria, this is John calling from XYZ Collections. How are you today?",6.0,12.0,6.0
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,3,Customer,"I'm doing alright, thank you.",12.5,15.0,2.5
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,4,Agent,I'm glad to hear that! I'm reaching out to discuss your account with ABC Bank. Can I get your account number?,15.0,25.0,10.0
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,5,Customer,I don't have it handy right now.,25.5,28.0,2.5
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,6,Agent,No problem! I can look it up with your name. You've got an outstanding balance of $250. Would you like to discuss payment options?,28.0,40.0,12.0
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,7,Customer,I wasn’t aware of that amount. Can you give me more details?,40.5,44.0,3.5
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,8,Agent,Sure! The balance is from a missed payment last month. Do you have a plan to settle this soon?,44.0,54.0,10.0
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,9,Customer,I need some time to think about it.,54.5,58.0,3.5
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,10,Agent,"That's completely understandable. Just remember, the sooner you settle, the better for your credit report.",58.5,66.0,7.5
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,11,Customer,"Okay, I'll review my finances and get back to you.",66.5,70.0,3.5
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,12,Agent,"Thank you, Maria. I appreciate your attention to this matter. Have a great day!",70.5,76.0,5.5
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,13,Customer,"You too, goodbye!",76.5,79.0,2.5
0c8297aa-ced1-414e-a175-bf29a9763d30,0,Agent,"Hello, this is Mike from XYZ Collections. Am I speaking with Jessica?",0.0,7.0,7.0
0c8297aa-ced1-414e-a175-bf29a9763d30,1,Customer,"Yes, this is Jessica. What’s this about?",8.0,12.0,4.0
0c8297aa-ced1-414e-a175-bf29a9763d30,2,Agent,"I'm calling regarding your outstanding balance with City Credit. Before I provide any details, could you please confirm your date of birth?",11.0,21.0,10.0
0c8297aa-ced1-414e-a175-bf29a9763d30,3,Customer,"Sure, it’s April 15, 1990.",22.0,25.0,3.0
0c8297aa-ced1-414e-a175-bf29a9763d30,4,Agent,"Thank you, Jessica. Can you also confirm your current address?",24.0,29.0,5.0
0c8297aa-ced1-414e-a175-bf29a9763d30,5,Customer,"It’s 123 Maple Street, Springfield.",30.0,34.0,4.0
0c8297aa-ced1-414e-a175-bf29a9763d30,6,Agent,"Great, I appreciate your cooperation. You have an outstanding balance of $250. How would you like to handle this?",33.0,45.0,12.0
0c8297aa-ced1-414e-a175-bf29a9763d30,7,Customer,I can pay $100 today and the rest next week.,46.0,51.0,5.0
0c8297aa-ced1-414e-a175-bf29a9763d30,8,Agent,That works. I’ll note the payment of $100 today. Can I set up the payment method?,50.0,58.0,8.0
0c8297aa-ced1-414e-a175-bf29a9763d30,9,Customer,"Yes, you can charge my credit card.",59.0,62.0,3.0
0c8297aa-ced1-414e-a175-bf29a9763d30,10,Agent,Thank you. Could you please provide the card number and expiration date?,61.0,66.0,5.0
0c8297aa-ced1-414e-a175-bf29a9763d30,11,Customer,"It's 4111 1111 1111 1111, expiring 12/25.",67.0,71.0,4.0
0c8297aa-ced1-414e-a175-bf29a9763d30,12,Agent,Thank you for that information. Your payment has been processed. Is there anything else I can assist you with?,70.0,80.0,10.0
0c8297aa-ced1-414e-a175-bf29a9763d30,13,Customer,"No, that’s all for now. Thank you!",81.0,84.0,3.0
0c8297aa-ced1-414e-a175-bf29a9763d30,14,Agent,"You're welcome, Jessica. Have a great day!",83.0,88.0,5.0
0d825dd5-99b2-4edd-af24-e39952ac84d5,0,Customer,You have reached the voicemail of John Smith. Please leave a message after the beep.,0.0,8.0,8.0
0d825dd5-99b2-4edd-af24-e39952ac84d5,1,Agent,"Hello, John. This is Lisa from Greenfield Collections. I wanted to discuss your account balance.",11.0,20.0,9.0
0d825dd5-99b2-4edd-af24-e39952ac84d5,2,Customer,"If you need immediate assistance, please send an email.",21.0,27.0,6.0
0d825dd5-99b2-4edd-af24-e39952ac84d5,3,Agent,You can reach me at 1-800-555-0199. It's important to address this matter as soon as possible.,28.0,39.0,11.0
0d825dd5-99b2-4edd-af24-e39952ac84d5,4,Customer,Thank you for your call. I'll return it as soon as I can.,40.0,46.0,6.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,0,Agent,"Hello, this is Mark from XYZ Collections. How are you today?",0.0,7.0,7.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,1,Customer,"I'm okay, thanks. What is this about?",8.0,11.0,3.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,2,Agent,I'm calling regarding an outstanding balance on your account. Can I get your name for verification?,10.0,18.0,8.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,3,Customer,It's Alex Johnson.,18.5,20.0,1.5
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,4,Agent,"Thank you, Alex. You have a balance of $250 due on your account. How would you like to settle this today?",19.0,30.0,11.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,5,Customer,I didn't realize I had a balance. Can you give me more details?,31.0,35.0,4.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,6,Agent,"Certainly! The last payment was made in July, and the current balance includes late fees.",34.0,44.0,10.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,7,Customer,"I see, but I need to check my records before making a payment.",45.0,50.0,5.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,8,Agent,Of course! Would you like to discuss a payment plan?,49.0,55.0,6.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,9,Customer,I think that would be best. I need a little more time.,56.0,60.0,4.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,10,Agent,I understand. We can set up a plan for you. When do you think you could make the first payment?,59.0,69.0,10.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,11,Customer,Maybe next week. I'll check my schedule.,70.0,74.0,4.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,12,Agent,That sounds good. Please don't hesitate to call us back if you have any questions.,73.0,81.0,8.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,13,Customer,"Thanks for your help, Mark. I appreciate it.",82.0,87.0,5.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,14,Agent,"You're welcome, Alex! Have a great day!",86.0,92.0,6.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,0,Agent,"Hello, this is Jordan from XYZ Collections. How are you today?",0.0,7.0,7.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,1,Customer,"Hi, I'm doing alright, thanks. What is this about?",8.5,12.0,3.5
114f3a62-bb17-44aa-bdcf-46873590a1ed,2,Agent,"I'm contacting you regarding an outstanding balance on your account. Before we proceed, can you please verify your date of birth?",11.0,23.0,12.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,3,Customer,"Sure, it's June 15, 1990.",24.0,26.0,2.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,4,Agent,Thank you for that information. Can you also confirm your address for verification?,25.0,36.0,11.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,5,Customer,"Yes, it's 123 Maple Street, Springfield.",37.0,41.0,4.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,6,Agent,Thank you for verifying your information. You have an outstanding balance of $500. How would you like to settle this today?,42.0,55.0,13.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,7,Customer,I can pay $200 right now and the rest later.,56.0,60.0,4.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,8,Agent,That sounds good. I can set up a payment plan for the remaining balance. Would that work for you?,59.0,71.0,12.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,9,Customer,"Yes, I appreciate that. How do we proceed?",72.0,76.0,4.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,10,Agent,I will send you the details via email after this call. What's the best email address for you?,77.0,89.0,12.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,11,Customer,It's john.doe@example.com.,90.0,93.0,3.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,12,Agent,"Thank you, John. You’ll receive an email shortly with all the payment details. Is there anything else I can assist you with today?",94.0,106.0,12.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,13,Customer,"No, that's all. Thank you for your help!",107.0,111.0,4.0
114f3a62-bb17-44aa-bdcf-46873590a1ed,14,Agent,You're welcome! Have a great day. Goodbye.,112.0,120.0,8.0
1190bab7-d82f-4259-bb55-9617dff7da07,0,Agent,"Hello, this is Mark from Stellar Collections. How are you today?",0.0,7.0,7.0
1190bab7-d82f-4259-bb55-9617dff7da07,1,Customer,"Hi Mark, I'm doing alright. What’s this about?",7.5,11.0,3.5
1190bab7-d82f-4259-bb55-9617dff7da07,2,Agent,I'm reaching out regarding your overdue account with City Credit. Can you please confirm your name for me?,10.0,16.0,6.0
1190bab7-d82f-4259-bb55-9617dff7da07,3,Customer,It's Alex Turner.,15.0,17.0,2.0
1190bab7-d82f-4259-bb55-9617dff7da07,4,Agent,"Thank you, Alex. I see here you have a balance of $500 due. Would you like to discuss payment options?",16.5,25.0,8.5
1190bab7-d82f-4259-bb55-9617dff7da07,5,Customer,"Wait, can you confirm the account number first? I want to make sure this is legit.",24.0,30.0,6.0
1190bab7-d82f-4259-bb55-9617dff7da07,6,Agent,Sure! The account number is 123456. So how would you like to settle the balance?,29.0,35.0,6.0
1190bab7-d82f-4259-bb55-9617dff7da07,7,Customer,That doesn’t sound right. I need more verification before I discuss payment.,34.0,40.0,6.0
1190bab7-d82f-4259-bb55-9617dff7da07,8,Agent,I understand your concern. I can provide more details about the debt once I verify your identity further.,39.5,48.0,8.5
1190bab7-d82f-4259-bb55-9617dff7da07,9,Customer,"Okay, how do we proceed with that?",47.0,49.0,2.0
1190bab7-d82f-4259-bb55-9617dff7da07,10,Agent,Could you please confirm your date of birth?,48.0,51.0,3.0
1190bab7-d82f-4259-bb55-9617dff7da07,11,Customer,"It's July 5th, 1990.",50.0,53.0,3.0
1190bab7-d82f-4259-bb55-9617dff7da07,12,Agent,"Thanks, Alex. Now, about that payment, would you be able to settle the $500 today?",52.0,61.0,9.0
1190bab7-d82f-4259-bb55-9617dff7da07,13,Customer,"Not today, I need to check my records first.",60.0,65.0,5.0
1190bab7-d82f-4259-bb55-9617dff7da07,14,Agent,"Of course, take your time. Let us know when you're ready to discuss.",64.0,70.0,6.0
12968330-6da1-4860-b418-417794f640c6,0,Agent,"Hello, this is Mark from XYZ Collections. Am I speaking with Jessica?",0.0,7.0,7.0
12968330-6da1-4860-b418-417794f640c6,1,Customer,"Yes, this is Jessica. What is this about?",8.0,12.0,4.0
12968330-6da1-4860-b418-417794f640c6,2,Agent,I'm calling regarding your overdue balance with City Finance. Can we discuss your account details?,11.0,20.0,9.0
12968330-6da1-4860-b418-417794f640c6,3,Customer,"Sure, I was expecting a call about that. What do you need from me?",19.0,25.0,6.0
12968330-6da1-4860-b418-417794f640c6,4,Agent,Thank you. I see here that you have an outstanding balance of $250. How do you want to handle it today?,24.0,35.0,11.0
12968330-6da1-4860-b418-417794f640c6,5,Customer,I need to check my finances first. Can you give me more details?,34.0,40.0,6.0
12968330-6da1-4860-b418-417794f640c6,6,Agent,"Certainly, your last payment was made three months ago, and I can help set up a payment plan.",39.0,48.0,9.0
12968330-6da1-4860-b418-417794f640c6,7,Customer,"That sounds good, but can you remind me how I can pay?",47.0,53.0,6.0
12968330-6da1-4860-b418-417794f640c6,8,Agent,"You can pay online, over the phone, or by mail. Which option do you prefer?",52.0,62.0,10.0
12968330-6da1-4860-b418-417794f640c6,9,Customer,I think I'll pay online. Can you email me the instructions?,61.0,67.0,6.0
12968330-6da1-4860-b418-417794f640c6,10,Agent,Of course! I'll send you the payment instructions right after this call.,66.0,74.0,8.0
12968330-6da1-4860-b418-417794f640c6,11,Customer,"Thank you, that would be helpful.",73.0,78.0,5.0
12968330-6da1-4860-b418-417794f640c6,12,Agent,"You're welcome, Jessica. I appreciate your cooperation today.",77.0,82.0,5.0
12968330-6da1-4860-b418-417794f640c6,13,Customer,No problem. Have a good day!,81.0,85.0,4.0
12968330-6da1-4860-b418-417794f640c6,14,Agent,You too! Goodbye!,84.0,89.0,5.0
137ccf2a-5b72-447c-a94c-7f3683ac4671,0,Agent,"Hello, this is Mark calling from Stellar Collections. How are you today?",0.0,7.0,7.0
